ideo/Video_01 Input video still image Input video still image for service=CS14_TS15_MBC_Andong;inputVideo=Video_01;sdt=CS14_MBC_AnDong 
Feb 28 02:50:05.383088 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 02:50:05.384873 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 02:50:05.386473 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 02:53:42.995083 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 02:53:43.484766 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 02:53:43.684595 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 02:53:44.812109 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 02:53:44.883204 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 02:53:44.884921 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:09.485070 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:09.999618 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:10.284214 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:11.884035 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:11.885652 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:11.887653 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:23.199797 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:23.685294 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:23.686903 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:24.698426 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:24.782522 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:02:24.784451 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:04:43.683935 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:04:43.794438 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 03:04:44.385296 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:04:45.482491 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:04:45.484157 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 03:04:45.485866 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:14:06.484441 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 03:14:06.583417 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 03:14:07.083800 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:24:15.784408 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 04:24:16.082571 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:24:16.183829 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:26:10.796012 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 04:26:11.185081 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:26:11.283738 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:26:35.083986 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 04:26:35.385519 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:26:35.983970 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:27:23.498938 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 04:27:23.883411 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:27:23.885132 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:27:24.682640 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:27:24.684311 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:27:24.685838 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 04:27:29.295667 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 04:27:29.383816 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:27:29.485038 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:29:52.613097 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 04:29:53.083559 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:29:53.284166 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:32:01.615691 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 04:32:01.986984 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:32:02.483839 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:32:03.983189 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:32:03.985119 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:32:03.987039 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 04:35:49.683935 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:35:49.793229 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 04:35:50.085819 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:35:51.595702 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 04:35:51.683609 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:35:51.685554 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 04:36:01.287090 CS14_TS15_MBC_Andong minor raised alarm.capture.videoblackout liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/inputVideo/Video_01 Input video still image Input video still image for service=CS14_TS15_MBC_Andong;inputVideo=Video_01;sdt=CS14_MBC_AnDong 
Feb 28 04:45:01.283809 CS14_TS15_MBC_Andong minor cleared alarm.capture.videoblackout liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/inputVideo/Video_01 Input video still image Input video still image for service=CS14_TS15_MBC_Andong;inputVideo=Video_01;sdt=CS14_MBC_AnDong 
Feb 28 05:07:43.283568 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 05:07:43.584555 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 05:07:43.700600 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 05:07:43.782736 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 05:07:43.784446 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 05:07:43.786104 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Video_01_enc_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamVideo=Video_01_enc_1;sdt=CS14_MBC_AnDong 
Feb 28 05:09:36.185272 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 05:09:36.884285 CS14_TS15_MBC_Andong major raised alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 05:09:36.986441 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_2_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_2_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 05:09:37.083127 CS14_TS15_MBC_Andong major cleared alarm.statmux.communication.failure liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/processings/Processings_0/stream/Audio_1_encoded_1 StatMux communication failed StatMux communication failed for service=CS14_TS15_MBC_Andong;processing=Processings_0;streamAudio=Audio_1_encoded_1;sdt=CS14_MBC_AnDong 
Feb 28 14:13:34.184668 CS14_TS15_MBC_Andong minor raised alarm.capture.videoblackout liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/inputVideo/Video_01 Input video still image Input video still image for service=CS14_TS15_MBC_Andong;inputVideo=Video_01;sdt=CS14_MBC_AnDong 
Feb 28 14:13:49.384678 CS14_TS15_MBC_Andong minor cleared alarm.capture.videoblackout liveEncodings/ab302d6e9b7f43d6b85d43e37e3e9b63/inputVideo/Video_01 Input video still image Input video still image for service=CS14_TS15_MBC_Andong;inputVideo=Video_01;sdt=CS14_MBC_AnDong 
