put video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 20 18:24:49.344010 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 20 18:25:01.247277 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 23 03:02:35.942705 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 23 03:03:25.842420 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 24 01:46:38.043687 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 24 01:46:45.443144 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 28 04:14:05.641958 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 28 04:14:07.841970 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 28 06:10:05.342325 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 28 06:10:31.342063 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 28 06:16:48.044960 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 28 06:16:48.843235 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 28 06:31:40.942150 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 28 06:31:46.645369 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 28 09:49:11.490312 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Dec 28 09:49:11.718188 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 1 to source 0 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Dec 28 14:40:09.127683 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Dec 28 14:40:09.614557 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 0 to source 1 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Dec 28 14:59:15.071526 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Dec 28 14:59:15.296526 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 1 to source 0 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Dec 28 14:59:15.396521 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 0 to source 1 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Dec 29 10:37:03.910399 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Dec 29 10:37:04.064104 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 1 to source 0 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Dec 29 10:37:04.333264 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 0 to source 1 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Dec 29 13:40:39.762011 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Dec 29 13:40:39.883957 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 1 to source 0 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Dec 29 13:40:40.168648 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 0 to source 1 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Dec 29 13:41:58.687001 BS18_TS05_TEST_02 notice event alarm.automation.lineup.input.status liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55 Automation input updated status Live input updated with state=updated with status=success for service=BS18_TS05_TEST_02;input=TC16_TS05;msg=service settings have changed;sdt=BS18_EBS Jung1 
Dec 29 13:41:58.746077 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 1 to source 0 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Dec 29 13:41:59.181018 BS18_TS05_TEST_02 major event alarm.capture.input.switched liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/captureIndex/1 Capture source is switched CaptureIndex=1 has Automatic switch from source 0 to source 1 for service=BS18_TS05_TEST_02;sdt=BS18_EBS Jung1 
Dec 30 03:02:41.143088 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Dec 30 03:03:31.143846 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  2 07:01:37.742968 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  2 07:01:42.943079 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  3 02:01:38.444202 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  3 02:01:43.645957 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  3 02:39:40.943980 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  3 02:40:24.743697 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  3 06:20:17.744107 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  3 06:20:31.843697 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  5 01:06:09.946263 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  5 01:06:12.044407 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  5 01:17:11.542553 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  5 01:17:11.643689 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  6 01:11:00.644171 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  6 01:11:16.841781 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  6 02:40:23.541735 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  6 02:40:38.543341 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  6 02:42:00.643172 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  6 02:42:04.643978 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  8 07:18:44.744135 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  8 07:19:17.942350 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  9 01:11:17.541627 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  9 01:11:30.744331 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  9 01:16:46.445060 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  9 01:17:10.042339 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  9 02:18:57.444048 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  9 02:19:30.644461 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  9 02:41:37.043246 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  9 02:41:52.044583 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  9 02:43:14.145329 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan  9 02:43:18.242199 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 10 01:06:16.642196 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 10 01:06:29.243901 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 10 01:18:44.541899 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 10 01:18:52.543470 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 10 06:16:06.744886 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 10 06:16:16.143484 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 10 06:24:11.145483 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 10 06:24:42.044341 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 10 07:21:03.144789 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 10 07:21:18.943957 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 11 01:11:28.643527 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 11 01:11:48.145397 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 11 01:17:58.345222 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 11 01:18:08.945523 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 11 02:21:02.344275 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 11 02:21:18.144161 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 11 06:40:14.741645 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 11 06:41:04.144134 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 12 01:07:44.143121 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 12 01:07:52.145425 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 12 03:00:28.145582 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 12 03:00:53.741932 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 13 01:07:13.045350 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 13 01:07:21.244000 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 13 01:14:03.243663 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 13 01:14:25.642114 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 16 01:12:27.843408 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 16 01:12:42.942087 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 16 07:09:12.343247 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 16 07:09:38.042978 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 17 01:10:24.144582 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 17 01:10:32.343817 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 17 02:11:24.441596 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 17 02:11:50.043963 BS18_TS05_TEST_02 minor cleared alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
Jan 17 06:07:21.642897 BS18_TS05_TEST_02 minor raised alarm.capture.videoblackout liveEncodings/e9c9447699d94ad9a463e0b93d3e8f55/inputVideo/Video_01 Input video still image Input video still image for service=BS18_TS05_TEST_02;inputVideo=Video_01;sdt=BS18_EBS Jung1 
