TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 01:47:18.841704 CS24_TS17_MBC Deagu minor raised alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 01:47:19.340153 CS24_TS17_MBC Deagu minor cleared alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 01:57:32.639353 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 01:58:48.742660 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 02:02:17.539136 CS24_TS17_MBC Deagu minor raised alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 02:04:26.441385 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_1 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_1;sdt=CS24_MBCDaegu 
Mar  6 04:51:29.241772 CS24_TS17_MBC Deagu minor cleared alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 04:51:30.240249 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_1 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_1;sdt=CS24_MBCDaegu 
Mar  6 04:56:33.441757 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 05:50:27.439100 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 05:54:02.440308 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 06:00:25.440084 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 07:17:22.139778 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 07:48:19.539988 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 07:50:33.140677 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 08:29:42.540568 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 09:24:16.740528 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 09:28:01.441803 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 09:28:10.442011 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 09:29:56.239777 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 09:36:17.439952 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 09:45:19.641679 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 09:45:22.240289 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 09:48:50.340867 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 10:22:21.641478 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 10:24:28.641034 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 10:36:32.041249 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 10:41:37.839774 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 10:42:08.741489 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 10:43:57.738371 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 10:44:17.241075 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 11:41:10.240236 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 11:41:44.539389 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 11:58:19.440035 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 12:20:10.442703 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 12:23:00.740732 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 12:23:25.442042 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 12:29:36.638248 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 13:16:30.139729 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 13:49:44.840369 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 13:50:00.440395 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 13:54:36.840558 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 14:08:27.941237 CS24_TS17_MBC Deagu minor raised alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 14:09:07.739820 CS24_TS17_MBC Deagu minor cleared alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 14:23:28.639606 CS24_TS17_MBC Deagu minor raised alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 14:23:54.541311 CS24_TS17_MBC Deagu minor cleared alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 14:53:21.240235 CS24_TS17_MBC Deagu minor raised alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 14:53:52.142493 CS24_TS17_MBC Deagu minor cleared alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 15:23:37.842168 CS24_TS17_MBC Deagu minor raised alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 15:23:39.541488 CS24_TS17_MBC Deagu minor cleared alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  6 15:52:18.442833 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 15:54:35.742574 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 15:55:01.540950 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 16:53:54.541488 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 17:14:12.540887 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 18:05:45.541576 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 19:02:01.441865 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 19:03:53.440494 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 19:05:10.138741 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 19:40:43.040901 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 19:40:52.639496 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 19:45:09.539504 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 20:18:36.440782 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 20:33:58.040161 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 20:46:23.639604 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 22:12:02.639757 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 22:25:43.540094 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 22:33:20.340926 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  6 22:34:00.539576 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 02:06:30.538475 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 02:08:00.540830 CS24_TS17_MBC Deagu minor raised alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  7 02:10:13.238211 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_1 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_1;sdt=CS24_MBCDaegu 
Mar  7 04:51:49.240047 CS24_TS17_MBC Deagu minor cleared alarm.capture.videoblackout liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputVideo/Video_01 Input video still image Input video still image for service=CS24_TS17_MBC Deagu;inputVideo=Video_01;sdt=CS24_MBCDaegu 
Mar  7 04:51:50.240364 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_1 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_1;sdt=CS24_MBCDaegu 
Mar  7 04:56:53.441862 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 05:49:09.239091 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 05:53:34.441518 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 06:00:27.739443 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 07:22:25.539048 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 07:48:22.741916 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 07:49:46.043558 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 08:27:04.738198 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 08:27:10.439892 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 09:27:31.539525 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 09:27:40.441890 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 09:29:15.541039 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 09:35:51.740755 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 09:47:02.139830 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 10:20:54.640380 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 10:23:00.639320 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 10:35:50.142376 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 10:40:55.941111 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 10:41:26.440747 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 10:44:17.338562 CS24_TS17_MBC Deagu minor raised alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
Mar  7 10:44:37.240012 CS24_TS17_MBC Deagu minor cleared alarm.capture.audiosilence liveEncodings/392f304b1c4f4afaaafe617a6bd93368/inputAudio/Audio_2 Input audio silent Input audio silent for service=CS24_TS17_MBC Deagu;inputAudio=Audio_2;sdt=CS24_MBCDaegu 
