-----------Freespace (df -lh)---------------------------
Filesystem                   Size  Used Avail Use% Mounted on
/dev/mapper/vg_main-lv_root   33G  5.4G   26G  18% /
devtmpfs                      94G     0   94G   0% /dev
tmpfs                         94G   52K   94G   1% /dev/shm
tmpfs                         94G     0   94G   0% /sys/fs/cgroup
tmpfs                         94G 1019M   93G   2% /run
/dev/sda1                    488M  314M  139M  70% /boot
/dev/mapper/vg_main-lv_opt    33G  3.1G   28G  10% /opt
/dev/mapper/vg_main-lv_var   110G  1.7G  102G   2% /var

-----------process running (top -n -1 -b)---------------------------
top - 11:37:46 up 17 days,  1:31,  0 users,  load average: 55.55, 48.30, 48.77
Tasks: 923 total,   2 running, 921 sleeping,   0 stopped,   0 zombie
%Cpu(s): 54.2 us,  4.9 sy,  0.1 ni, 40.4 id,  0.0 wa,  0.0 hi,  0.4 si,  0.0 st
KiB Mem : 19651568+total, 15327406+free, 40134556 used,  3107052 buff/cache
KiB Swap:        0 total,        0 free,        0 used. 15460832+avail Mem 

   PID USER      PR  NI    VIRT    RES    SHR S  %CPU %MEM     TIME+ COMMAND
   329 root      rt   0       0      0      0 S   0.0  0.0   0:04.15 watchdog/+
   330 root      rt   0       0      0      0 S   0.0  0.0   0:09.80 migration+
   331 root      20   0       0      0      0 S   0.0  0.0   3:06.48 ksoftirqd+
   333 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
   334 root      rt   0       0      0      0 S   0.0  0.0   0:03.50 watchdog/+
   335 root      rt   0       0      0      0 S   0.0  0.0   0:04.82 migration+
   336 root      20   0       0      0      0 S   0.0  0.0   0:01.66 ksoftirqd+
   338 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
   339 root      rt   0       0      0      0 S   0.0  0.0   0:03.57 watchdog/+
   340 root      rt   0       0      0      0 S   0.0  0.0   0:04.46 migration+
   341 root      20   0       0      0      0 S   0.0  0.0   0:03.81 ksoftirqd+
   343 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
   344 root      rt   0       0      0      0 S   0.0  0.0   0:03.42 watchdog/+
   345 root      rt   0       0      0      0 S   0.0  0.0   0:04.48 migration+
   346 root      20   0       0      0      0 S   0.0  0.0   0:01.61 ksoftirqd+
   348 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
   349 root      rt   0       0      0      0 S   0.0  0.0   0:03.25 watchdog/+
   350 root      rt   0       0      0      0 S   0.0  0.0   0:04.67 migration+
   351 root      20   0       0      0      0 S   0.0  0.0   0:01.74 ksoftirqd+
   353 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
   354 root      rt   0       0      0      0 S   0.0  0.0   0:03.64 watchdog/+
   355 root      rt   0       0      0      0 S   0.0  0.0   0:04.50 migration+
   356 root      20   0       0      0      0 S   0.0  0.0   7:49.28 ksoftirqd+
   358 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/6+
   359 root      rt   0       0      0      0 S   0.0  0.0   0:02.93 watchdog/+
   360 root      rt   0       0      0      0 S   0.0  0.0   0:04.54 migration+
   361 root      20   0       0      0      0 S   0.0  0.0   0:01.60 ksoftirqd+
   363 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
   364 root      rt   0       0      0      0 S   0.0  0.0   0:02.86 watchdog/+
   365 root      rt   0       0      0      0 S   0.0  0.0   0:04.63 migration+
   366 root      20   0       0      0      0 S   0.0  0.0   0:01.55 ksoftirqd+
   368 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
   369 root      rt   0       0      0      0 S   0.0  0.0   0:03.33 watchdog/+
   370 root      rt   0       0      0      0 S   0.0  0.0   0:03.97 migration+
   371 root      20   0       0      0      0 S   0.0  0.0   0:00.82 ksoftirqd+
   373 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
   374 root      rt   0       0      0      0 S   0.0  0.0   0:03.53 watchdog/+
   375 root      rt   0       0      0      0 S   0.0  0.0   0:04.48 migration+
   376 root      20   0       0      0      0 S   0.0  0.0   0:00.90 ksoftirqd+
   378 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
   379 root      rt   0       0      0      0 S   0.0  0.0   0:03.32 watchdog/+
   380 root      rt   0       0      0      0 S   0.0  0.0   0:04.71 migration+
   381 root      20   0       0      0      0 S   0.0  0.0   0:00.92 ksoftirqd+
   383 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
   384 root      rt   0       0      0      0 S   0.0  0.0   0:03.43 watchdog/+
   385 root      rt   0       0      0      0 S   0.0  0.0   0:04.82 migration+
   386 root      20   0       0      0      0 S   0.0  0.0   0:01.85 ksoftirqd+
   388 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
   389 root      rt   0       0      0      0 S   0.0  0.0   0:04.02 watchdog/+
   390 root      rt   0       0      0      0 S   0.0  0.0   0:04.85 migration+
   391 root      20   0       0      0      0 S   0.0  0.0   0:00.93 ksoftirqd+
   393 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
   394 root      rt   0       0      0      0 S   0.0  0.0   0:03.69 watchdog/+
   395 root      rt   0       0      0      0 S   0.0  0.0   0:04.84 migration+
   396 root      20   0       0      0      0 S   0.0  0.0   0:00.97 ksoftirqd+
   398 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
   399 root      rt   0       0      0      0 S   0.0  0.0   0:03.94 watchdog/+
   400 root      rt   0       0      0      0 S   0.0  0.0   0:04.90 migration+
   401 root      20   0       0      0      0 S   0.0  0.0   0:00.93 ksoftirqd+
   403 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
   404 root      rt   0       0      0      0 S   0.0  0.0   0:04.34 watchdog/+
   405 root      rt   0       0      0      0 S   0.0  0.0   0:04.86 migration+
   406 root      20   0       0      0      0 S   0.0  0.0   0:00.94 ksoftirqd+
   408 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
   409 root      rt   0       0      0      0 S   0.0  0.0   0:04.11 watchdog/+
   410 root      rt   0       0      0      0 S   0.0  0.0   0:04.88 migration+
   411 root      20   0       0      0      0 S   0.0  0.0   0:00.94 ksoftirqd+
   413 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
   414 root      rt   0       0      0      0 S   0.0  0.0   0:04.12 watchdog/+
   415 root      rt   0       0      0      0 S   0.0  0.0   0:04.95 migration+
   416 root      20   0       0      0      0 S   0.0  0.0   0:00.92 ksoftirqd+
   418 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
   419 root      rt   0       0      0      0 S   0.0  0.0   0:04.16 watchdog/+
   420 root      rt   0       0      0      0 S   0.0  0.0   0:05.00 migration+
   421 root      20   0       0      0      0 S   0.0  0.0   0:00.95 ksoftirqd+
   423 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
   424 root      rt   0       0      0      0 S   0.0  0.0   0:04.14 watchdog/+
   425 root      rt   0       0      0      0 S   0.0  0.0   0:05.00 migration+
   426 root      20   0       0      0      0 S   0.0  0.0   0:00.93 ksoftirqd+
   428 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
   429 root      rt   0       0      0      0 S   0.0  0.0   0:03.92 watchdog/+
   430 root      rt   0       0      0      0 S   0.0  0.0   0:05.06 migration+
   431 root      20   0       0      0      0 S   0.0  0.0   0:00.90 ksoftirqd+
   433 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
   434 root      rt   0       0      0      0 S   0.0  0.0   0:03.74 watchdog/+
   435 root      rt   0       0      0      0 S   0.0  0.0   0:05.08 migration+
   436 root      20   0       0      0      0 S   0.0  0.0   0:00.88 ksoftirqd+
   438 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
   439 root      rt   0       0      0      0 S   0.0  0.0   0:03.63 watchdog/+
   440 root      rt   0       0      0      0 S   0.0  0.0   0:05.17 migration+
   441 root      20   0       0      0      0 S   0.0  0.0   0:00.84 ksoftirqd+
   443 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
   444 root      rt   0       0      0      0 S   0.0  0.0   0:03.43 watchdog/+
   445 root      rt   0       0      0      0 S   0.0  0.0   0:05.23 migration+
   446 root      20   0       0      0      0 S   0.0  0.0   0:00.83 ksoftirqd+
   448 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
   449 root      rt   0       0      0      0 S   0.0  0.0   0:03.56 watchdog/+
   450 root      rt   0       0      0      0 S   0.0  0.0   0:05.33 migration+
   451 root      20   0       0      0      0 S   0.0  0.0   0:00.86 ksoftirqd+
   453 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
   454 root      rt   0       0      0      0 S   0.0  0.0   0:03.29 watchdog/+
   455 root      rt   0       0      0      0 S   0.0  0.0   0:05.34 migration+
   456 root      20   0       0      0      0 S   0.0  0.0   0:00.87 ksoftirqd+
   458 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
   459 root      rt   0       0      0      0 S   0.0  0.0   0:03.13 watchdog/+
   460 root      rt   0       0      0      0 S   0.0  0.0   0:05.44 migration+
   461 root      20   0       0      0      0 S   0.0  0.0   0:00.83 ksoftirqd+
   463 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
   464 root      rt   0       0      0      0 S   0.0  0.0   0:03.07 watchdog/+
   465 root      rt   0       0      0      0 S   0.0  0.0   0:05.45 migration+
   466 root      20   0       0      0      0 S   0.0  0.0   0:00.83 ksoftirqd+
   468 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
   469 root      rt   0       0      0      0 S   0.0  0.0   0:02.92 watchdog/+
   470 root      rt   0       0      0      0 S   0.0  0.0   0:05.54 migration+
   471 root      20   0       0      0      0 S   0.0  0.0   0:00.81 ksoftirqd+
   473 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
   474 root      rt   0       0      0      0 S   0.0  0.0   0:03.15 watchdog/+
   475 root      rt   0       0      0      0 S   0.0  0.0   0:05.61 migration+
   476 root      20   0       0      0      0 S   0.0  0.0   0:00.82 ksoftirqd+
   478 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
   479 root      rt   0       0      0      0 S   0.0  0.0   0:03.43 watchdog/+
   480 root      rt   0       0      0      0 S   0.0  0.0   0:05.61 migration+
   481 root      20   0       0      0      0 S   0.0  0.0   0:00.79 ksoftirqd+
   483 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
   484 root      rt   0       0      0      0 S   0.0  0.0   0:03.45 watchdog/+
   485 root      rt   0       0      0      0 S   0.0  0.0   0:05.66 migration+
   486 root      20   0       0      0      0 S   0.0  0.0   0:00.85 ksoftirqd+
   488 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/9+
   491 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kdevtmpfs
   492 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 netns
   493 root      20   0       0      0      0 S   0.0  0.0   0:10.48 khungtaskd
   494 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 writeback
   495 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kintegrit+
   496 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 bioset
   497 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 bioset
   498 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 bioset
   499 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kblockd
   500 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 md
   501 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 edac-poll+
   502 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 watchdogd
   509 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kswapd0
   510 root      20   0       0      0      0 S   0.0  0.0   0:00.00 kswapd1
   511 root      25   5       0      0      0 S   0.0  0.0   0:00.00 ksmd
   512 root      39  19       0      0      0 S   0.0  0.0   0:10.42 khugepaged
   513 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 crypto
   521 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kthrotld
   524 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kmpath_rd+
   525 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kaluad
   567 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kpsmoused
   571 root      20   0       0      0      0 S   0.0  0.0   0:09.35 kworker/4+
   590 root      20   0       0      0      0 S   0.0  0.0   0:05.93 kworker/6+
   598 root      20   0       0      0      0 S   0.0  0.0   0:05.28 kworker/7+
   602 root      20   0       0      0      0 S   0.0  0.0   0:05.76 kworker/7+
   606 root      20   0       0      0      0 S   0.0  0.0   0:05.65 kworker/7+
   613 root      20   0       0      0      0 S   0.0  0.0   0:05.33 kworker/8+
   615 root      20   0       0      0      0 S   0.0  0.0   0:05.35 kworker/8+
   616 root      20   0       0      0      0 S   0.0  0.0   0:05.78 kworker/8+
   617 root      20   0       0      0      0 S   0.0  0.0   0:06.48 kworker/9+
   623 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 ipv6_addr+
   636 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 deferwq
   637 root      20   0       0      0      0 S   0.0  0.0   0:00.03 kworker/u+
   674 root      20   0       0      0      0 S   0.0  0.0   0:54.32 kauditd
   727 root      39  19       0      0      0 S   0.0  0.0   0:00.11 kipmi0
   837 root      20   0       0      0      0 S   0.0  0.0   0:01.49 kworker/8+
   860 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 nfit
   893 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 ata_sff
   894 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_0
   895 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_0
   896 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_1
   897 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_1
   898 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_2
   899 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_2
   900 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_3
   901 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_3
   902 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_4
   903 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_4
   904 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_5
   905 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_5
   927 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 i40e
   928 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_6
   929 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_6
   930 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_7
   931 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_7
   932 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_8
   933 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_8
   934 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_9
   935 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_9
   936 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_10
   937 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_+
   938 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_11
   939 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_+
   940 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_12
   941 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_+
   942 root      20   0       0      0      0 S   0.0  0.0   0:00.00 scsi_eh_13
   943 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 scsi_tmf_+
  1154 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kdmflush
  1155 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 bioset
  1167 root       0 -20       0      0      0 S   0.0  0.0   0:34.95 kworker/0+
  1174 root      20   0       0      0      0 S   0.0  0.0   0:04.35 jbd2/dm-0+
  1175 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 ext4-rsv-+
  1256 root      20   0  259472 147632 147016 S   0.0  0.1   6:50.02 systemd-j+
  1280 root      20   0  201116   4172   2596 S   0.0  0.0   0:00.01 lvmetad
  1290 root      20   0   50324   6796   2892 S   0.0  0.0   0:05.21 systemd-u+
  1497 root     -51   0       0      0      0 S   0.0  0.0   0:00.00 irq/596-m+
  1555 root      20   0       0      0      0 S   0.0  0.0   0:00.00 jbd2/sda1+
  1556 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 ext4-rsv-+
  1654 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kdmflush
  1655 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 bioset
  1657 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kdmflush
  1658 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 bioset
  1685 root      20   0       0      0      0 S   0.0  0.0   0:17.63 jbd2/dm-1+
  1686 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 ext4-rsv-+
  1688 root      20   0       0      0      0 S   0.0  0.0   1:53.26 jbd2/dm-2+
  1689 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 ext4-rsv-+
  1718 root      16  -4   55532   1092    640 S   0.0  0.0   3:56.87 auditd
  1757 polkitd   20   0  613012  15116   4920 S   0.0  0.0   0:15.54 polkitd
  1764 dbus      20   0   66456   2632   1880 S   0.0  0.0   1:09.37 dbus-daem+
  1774 ntp       20   0   25732   2024   1428 S   0.0  0.0   0:04.45 ntpd
  1798 root      20   0   26384   1772   1456 S   0.0  0.0   0:41.57 systemd-l+
  1817 ericsson  20   0  113284   1212   1036 S   0.0  0.0   0:00.00 bash
  1823 root      20   0  358872  29620   7064 S   0.0  0.0   0:05.99 firewalld
  1825 root      20   0  126388   1688   1052 S   0.0  0.0   0:07.04 crond
  1827 root      20   0   25908    948    748 S   0.0  0.0   0:00.13 atd
  1828 ericsson  20   0  302956  10412   5836 S   0.0  0.0  10:53.08 snmpAgent
  1889 root      20   0  477008  11440   6768 S   0.0  0.0  18:00.02 NetworkMa+
  1955 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 ib-comp-wq
  1956 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/u+
  1957 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/u+
  1958 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/u+
  1959 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 ib-comp-u+
  1960 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 ib_mcast
  1961 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 ib_nl_sa_+
  1984 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 mlx5_ib_s+
  2057 root       0 -20       0      0      0 S   0.0  0.0   0:00.05 kworker/1+
  2106 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 rdma_cm
  2292 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/5+
  2652 ericsson  20   0  208600  12892   4724 S   0.0  0.0   3:10.56 python3.7
  2661 ericsson  20   0  293004  50000   5588 S   0.0  0.0  23:34.47 celery
  2671 root      20   0  113000   4328   3292 S   0.0  0.0   0:00.03 sshd
  2675 ericsson  20   0  177884  16300   1936 S   0.0  0.0 142:12.14 redis-ser+
  2716 ericsson  20   0  329144  26804   5388 S   0.0  0.0   0:06.04 mfvp-stat+
  2747 ericsson  20   0  262944  29996   5472 S   0.0  0.0   0:00.49 envivio-c+
  2753 root      20   0  574292  19624   6108 S   0.0  0.0   9:28.77 tuned
  2759 root      20   0   19024    420    216 S   0.0  0.0   0:01.70 vmad
  2764 etcd      20   0   12.9g  64696  12624 S   0.0  0.0 339:58.83 etcd
  2765 root      20   0  228580   6268   4548 S   0.0  0.0   0:47.46 snmptrapd
  2775 root      20   0  308852  14424  10368 S   0.0  0.0   1:02.85 httpd
  2776 root      20   0  229404  12108   6636 S   0.0  0.0  21:05.32 snmpd
  2916 ericsson  20   0  113284   1476   1268 S   0.0  0.0   0:00.01 bash
  2937 ericsson  20   0  113284   1468   1260 S   0.0  0.0   0:00.01 bash
  2948 ericsson  20   0  113284   1464   1260 S   0.0  0.0   0:00.00 bash
  2955 ericsson  20   0  432880  35376   6100 S   0.0  0.0   8:36.99 automatio+
  2966 ericsson  20   0  620672  90340   7628 S   0.0  0.0  79:06.13 celery
  2976 ericsson  20   0  297120  49632   5704 S   0.0  0.0  57:28.69 ericsson-+
  2994 ericsson  20   0 1515696  45236   5416 S   0.0  0.0 149:28.36 ericsson-+
  3013 ericsson  20   0  113284   1476   1248 S   0.0  0.0   0:00.00 bash
  3016 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/2+
  3025 ericsson  20   0  399212  87924   7636 S   0.0  0.0  24:25.33 celery
  3029 ericsson  20   0  113284   1464   1260 S   0.0  0.0   0:00.00 bash
  3030 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/4+
  3031 root       0 -20       0      0      0 S   0.0  0.0   0:00.03 kworker/5+
  3032 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/4+
  3040 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/3+
  3055 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
  3059 ericsson  20   0  113284   1464   1260 S   0.0  0.0   0:00.00 bash
  3062 ericsson  20   0  113284   1464   1260 S   0.0  0.0   0:00.00 bash
  3063 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/3+
  3064 ericsson  20   0  711608  72272   7320 S   0.0  0.0 135:32.00 daphne
  3068 ericsson  20   0  572188  39880   5496 S   0.0  0.0  19:28.96 ericsson-+
  3069 ericsson  20   0 1938300  79472   7496 S   0.0  0.0 685:32.03 python
  3078 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/2+
  3084 ericsson  20   0  113284   1464   1260 S   0.0  0.0   0:00.00 bash
  3086 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
  3090 ericsson  20   0  577512 117080   6308 S   0.0  0.1  26:46.55 liveencod+
  3093 ericsson  20   0  113284   1468   1260 S   0.0  0.0   0:00.00 bash
  3100 ericsson  20   0  113284   1480   1276 S   0.0  0.0   0:00.00 unified-u+
  3102 root       0 -20       0      0      0 S   0.0  0.0   0:00.04 kworker/8+
  3103 root       0 -20       0      0      0 S   0.0  0.0   0:00.03 kworker/1+
  3108 ericsson  20   0  744332  58384   6156 S   0.0  0.0  74:18.57 ericsson-+
  3109 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/3+
  3110 root       0 -20       0      0      0 S   0.0  0.0   0:00.04 kworker/1+
  3114 ericsson  20   0  113284   1464   1260 S   0.0  0.0   0:00.00 bash
  3120 ericsson  20   0  113284   1468   1260 S   0.0  0.0   0:00.00 bash
  3121 ericsson  20   0  488064  36076   5564 S   0.0  0.0  16:20.04 ericsson-+
  3123 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/3+
  3124 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/7+
  3128 ericsson  20   0  734352  46904   5884 S   0.0  0.0  31:59.40 ericsson-+
  3129 ericsson  20   0  713568  38068   5684 S   0.0  0.0  61:55.31 ericsson-+
  3132 root       0 -20       0      0      0 S   0.0  0.0   0:00.04 kworker/1+
  3133 ericsson  20   0  113284   1468   1260 S   0.0  0.0   0:00.00 bash
  3136 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
  3138 ericsson  20   0  113284   1468   1260 S   0.0  0.0   0:00.00 bash
  3142 ericsson  20   0  113284   1464   1260 S   0.0  0.0   0:00.00 bash
  3143 ericsson  20   0  762748  27976   5608 S   0.0  0.0  25:21.53 ericsson-+
  3148 ericsson  20   0  722516  43772   5596 S   0.0  0.0  86:52.37 ericsson-+
  3156 root       0 -20       0      0      0 S   0.0  0.0   0:00.02 kworker/2+
  3160 ericsson  20   0  507408  44960   5660 S   0.0  0.0  21:24.60 envivio-s+
  3162 ericsson  20   0  887988  48632   6064 S   0.0  0.0  96:11.28 envivio-s+
  3176 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/4+
  3178 ericsson  20   0  727752  41448   6020 S   0.0  0.0  35:48.67 ericsson-+
  3183 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/3+
  3188 ericsson  20   0  113284   1468   1260 S   0.0  0.0   0:00.00 bash
  3194 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
  3195 ericsson  20   0  489788  35856   5660 S   0.0  0.0  16:35.13 envivio-t+
  3196 ericsson  20   0  562508  57632   6080 S   0.0  0.0  20:06.69 ericsson-+
  3197 ericsson  20   0   34.3g 192924   5852 S   0.0  0.1  66:50.74 mediakind+
  3199 ericsson  20   0  488564  36572   5660 S   0.0  0.0 196:33.46 envivio-s+
  3203 ericsson  20   0  367020  71052   9192 S   0.0  0.0   0:51.06 uwsgi
  3205 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/6+
  3207 ericsson  20   0 1018416  48032   6352 S   0.0  0.0  45:07.73 livesourc+
  3227 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
  3231 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/4+
  3240 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/3+
  3242 ericsson  20   0  113284   1468   1264 S   0.0  0.0   0:00.00 bash
  3244 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
  3256 ericsson  20   0  113284   1464   1260 S   0.0  0.0   0:00.00 bash
  3267 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/2+
  3271 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/3+
  3272 ericsson  20   0  652500  37416   7480 S   0.0  0.0  16:58.69 pois_resi+
  3280 ericsson  20   0 5069900  63072   5652 S   0.0  0.0  17:20.11 mediakind+
  3283 ericsson  20   0  878412  56192   6288 S   0.0  0.0  18:23.97 liveencod+
  3294 root       0 -20       0      0      0 S   0.0  0.0   0:00.04 kworker/6+
  3298 ericsson  20   0  113284   1464   1260 S   0.0  0.0   0:00.00 bash
  3359 root       0 -20       0      0      0 S   0.0  0.0   0:00.02 kworker/1+
  3361 ericsson  20   0  276340  38188   9476 S   0.0  0.0   0:59.86 uwsgi
  3362 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/8+
  3371 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/2+
  3376 ericsson  20   0   10.8g 119752  10240 S   0.0  0.1 395:14.69 ericsson-+
  3439 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/4+
  3444 ericsson  20   0  638320  36800   5652 S   0.0  0.0   8:44.81 ericsson-+
  3446 root       0 -20       0      0      0 S   0.0  0.0   0:00.02 kworker/2+
  3448 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/3+
  3456 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/4+
  3471 root       0 -20       0      0      0 S   0.0  0.0   0:00.03 kworker/1+
  3475 root       0 -20       0      0      0 S   0.0  0.0   0:00.00 kworker/2+
  3505 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/4+
  3510 root       0 -20       0      0      0 S   0.0  0.0   0:00.01 kworker/4+
