-----------Current process (ps aux)---------------------------
USER        PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root          1  0.0  0.0 194056  7192 ?        Ss   Feb27   2:50 /usr/lib/systemd/systemd --switched-root --system --deserialize 22
root        414  0.0  0.0      0     0 ?        S    Feb27   0:04 [watchdog/81]
root        415  0.0  0.0      0     0 ?        S    Feb27   0:04 [migration/81]
root        416  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/81]
root        418  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/81:0H]
root        419  0.0  0.0      0     0 ?        S    Feb27   0:04 [watchdog/82]
root        420  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/82]
root        421  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/82]
root        423  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/82:0H]
root        424  0.0  0.0      0     0 ?        S    Feb27   0:04 [watchdog/83]
root        425  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/83]
root        426  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/83]
root        428  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/83:0H]
root        429  0.0  0.0      0     0 ?        S    Feb27   0:03 [watchdog/84]
root        430  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/84]
root        431  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/84]
root        433  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/84:0H]
root        434  0.0  0.0      0     0 ?        S    Feb27   0:03 [watchdog/85]
root        435  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/85]
root        436  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/85]
root        438  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/85:0H]
root        439  0.0  0.0      0     0 ?        S    Feb27   0:03 [watchdog/86]
root        440  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/86]
root        441  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/86]
root        443  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/86:0H]
root        444  0.0  0.0      0     0 ?        S    Feb27   0:03 [watchdog/87]
root        445  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/87]
root        446  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/87]
root        448  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/87:0H]
root        449  0.0  0.0      0     0 ?        S    Feb27   0:03 [watchdog/88]
root        450  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/88]
root        451  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/88]
root        453  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/88:0H]
root        454  0.0  0.0      0     0 ?        S    Feb27   0:03 [watchdog/89]
root        455  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/89]
root        456  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/89]
root        458  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/89:0H]
root        459  0.0  0.0      0     0 ?        S    Feb27   0:03 [watchdog/90]
root        460  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/90]
root        461  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/90]
root        463  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/90:0H]
root        464  0.0  0.0      0     0 ?        S    Feb27   0:03 [watchdog/91]
root        465  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/91]
root        466  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/91]
root        468  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/91:0H]
root        469  0.0  0.0      0     0 ?        S    Feb27   0:02 [watchdog/92]
root        470  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/92]
root        471  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/92]
root        473  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/92:0H]
root        474  0.0  0.0      0     0 ?        S    Feb27   0:03 [watchdog/93]
root        475  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/93]
root        476  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/93]
root        478  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/93:0H]
root        479  0.0  0.0      0     0 ?        S    Feb27   0:03 [watchdog/94]
root        480  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/94]
root        481  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/94]
root        483  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/94:0H]
root        484  0.0  0.0      0     0 ?        S    Feb27   0:03 [watchdog/95]
root        485  0.0  0.0      0     0 ?        S    Feb27   0:05 [migration/95]
root        486  0.0  0.0      0     0 ?        S    Feb27   0:00 [ksoftirqd/95]
root        488  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/95:0H]
root        491  0.0  0.0      0     0 ?        S    Feb27   0:00 [kdevtmpfs]
root        492  0.0  0.0      0     0 ?        S<   Feb27   0:00 [netns]
root        493  0.0  0.0      0     0 ?        S    Feb27   0:10 [khungtaskd]
root        494  0.0  0.0      0     0 ?        S<   Feb27   0:00 [writeback]
root        495  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kintegrityd]
root        496  0.0  0.0      0     0 ?        S<   Feb27   0:00 [bioset]
root        497  0.0  0.0      0     0 ?        S<   Feb27   0:00 [bioset]
root        498  0.0  0.0      0     0 ?        S<   Feb27   0:00 [bioset]
root        499  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kblockd]
root        500  0.0  0.0      0     0 ?        S<   Feb27   0:00 [md]
root        501  0.0  0.0      0     0 ?        S<   Feb27   0:00 [edac-poller]
root        502  0.0  0.0      0     0 ?        S<   Feb27   0:00 [watchdogd]
root        509  0.0  0.0      0     0 ?        S    Feb27   0:00 [kswapd0]
root        510  0.0  0.0      0     0 ?        S    Feb27   0:00 [kswapd1]
root        511  0.0  0.0      0     0 ?        SN   Feb27   0:00 [ksmd]
root        512  0.0  0.0      0     0 ?        SN   Feb27   0:10 [khugepaged]
root        513  0.0  0.0      0     0 ?        S<   Feb27   0:00 [crypto]
root        521  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kthrotld]
root        524  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kmpath_rdacd]
root        525  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kaluad]
root        567  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kpsmoused]
root        571  0.0  0.0      0     0 ?        S    Feb27   0:09 [kworker/43:1]
root        590  0.0  0.0      0     0 ?        S    Feb27   0:05 [kworker/62:1]
root        598  0.0  0.0      0     0 ?        S    Feb27   0:05 [kworker/72:1]
root        602  0.0  0.0      0     0 ?        S    Feb27   0:05 [kworker/74:1]
root        606  0.0  0.0      0     0 ?        S    Feb27   0:05 [kworker/78:1]
root        613  0.0  0.0      0     0 ?        S    Feb27   0:05 [kworker/81:1]
root        615  0.0  0.0      0     0 ?        S    Feb27   0:05 [kworker/84:1]
root        616  0.0  0.0      0     0 ?        S    Feb27   0:05 [kworker/88:1]
root        617  0.0  0.0      0     0 ?        S    Feb27   0:06 [kworker/90:1]
root        623  0.0  0.0      0     0 ?        S<   Feb27   0:00 [ipv6_addrconf]
root        636  0.0  0.0      0     0 ?        S<   Feb27   0:00 [deferwq]
root        637  0.0  0.0      0     0 ?        S    Feb27   0:00 [kworker/u640:1]
root        674  0.0  0.0      0     0 ?        S    Feb27   0:54 [kauditd]
root        727  0.0  0.0      0     0 ?        SN   Feb27   0:00 [kipmi0]
root        837  0.0  0.0      0     0 ?        S    Mar13   0:01 [kworker/8:1]
root        860  0.0  0.0      0     0 ?        S<   Feb27   0:00 [nfit]
root        893  0.0  0.0      0     0 ?        S<   Feb27   0:00 [ata_sff]
root        894  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_0]
root        895  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_0]
root        896  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_1]
root        897  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_1]
root        898  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_2]
root        899  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_2]
root        900  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_3]
root        901  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_3]
root        902  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_4]
root        903  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_4]
root        904  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_5]
root        905  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_5]
root        927  0.0  0.0      0     0 ?        S<   Feb27   0:00 [i40e]
root        928  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_6]
root        929  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_6]
root        930  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_7]
root        931  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_7]
root        932  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_8]
root        933  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_8]
root        934  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_9]
root        935  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_9]
root        936  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_10]
root        937  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_10]
root        938  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_11]
root        939  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_11]
root        940  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_12]
root        941  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_12]
root        942  0.0  0.0      0     0 ?        S    Feb27   0:00 [scsi_eh_13]
root        943  0.0  0.0      0     0 ?        S<   Feb27   0:00 [scsi_tmf_13]
root       1154  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kdmflush]
root       1155  0.0  0.0      0     0 ?        S<   Feb27   0:00 [bioset]
root       1167  0.0  0.0      0     0 ?        S<   Feb27   0:34 [kworker/0:1H]
root       1174  0.0  0.0      0     0 ?        S    Feb27   0:04 [jbd2/dm-0-8]
root       1175  0.0  0.0      0     0 ?        S<   Feb27   0:00 [ext4-rsv-conver]
root       1256  0.0  0.0 259472 147632 ?       Ss   Feb27   6:50 /usr/lib/systemd/systemd-journald
root       1280  0.0  0.0 201116  4172 ?        Ss   Feb27   0:00 /usr/sbin/lvmetad -f
root       1290  0.0  0.0  50324  6796 ?        Ss   Feb27   0:05 /usr/lib/systemd/systemd-udevd
root       1497  0.0  0.0      0     0 ?        S    Feb27   0:00 [irq/596-mei_me]
root       1555  0.0  0.0      0     0 ?        S    Feb27   0:00 [jbd2/sda1-8]
root       1556  0.0  0.0      0     0 ?        S<   Feb27   0:00 [ext4-rsv-conver]
root       1654  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kdmflush]
root       1655  0.0  0.0      0     0 ?        S<   Feb27   0:00 [bioset]
root       1657  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kdmflush]
root       1658  0.0  0.0      0     0 ?        S<   Feb27   0:00 [bioset]
root       1685  0.0  0.0      0     0 ?        S    Feb27   0:17 [jbd2/dm-1-8]
root       1686  0.0  0.0      0     0 ?        S<   Feb27   0:00 [ext4-rsv-conver]
root       1688  0.0  0.0      0     0 ?        S    Feb27   1:53 [jbd2/dm-2-8]
root       1689  0.0  0.0      0     0 ?        S<   Feb27   0:00 [ext4-rsv-conver]
root       1718  0.0  0.0  55532  1092 ?        S<sl Feb27   3:56 /sbin/auditd
root       1754  4.3  0.0 270864  9592 ?        Ssl  Feb27 1081:06 /sbin/rsyslogd -n
polkitd    1757  0.0  0.0 613012 15116 ?        Ssl  Feb27   0:15 /usr/lib/polkit-1/polkitd --no-debug
dbus       1764  0.0  0.0  66456  2632 ?        Ssl  Feb27   1:09 /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation
ntp        1774  0.0  0.0  25732  2024 ?        Ss   Feb27   0:04 /usr/sbin/ntpd -u ntp:ntp -g
root       1798  0.0  0.0  26384  1772 ?        Ss   Feb27   0:41 /usr/lib/systemd/systemd-logind
ericsson   1817  0.0  0.0 113284  1212 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/snmp/bin ; ./snmpAgent /opt/ericsson/snmp/etc/snmpConfig.json
root       1823  0.0  0.0 358872 29620 ?        Ssl  Feb27   0:05 /usr/bin/python2 -Es /usr/sbin/firewalld --nofork --nopid
root       1825  0.0  0.0 126388  1688 ?        Ss   Feb27   0:07 /usr/sbin/crond -n
root       1827  0.0  0.0  25908   948 ?        Ss   Feb27   0:00 /usr/sbin/atd -f
ericsson   1828  0.0  0.0 302956 10412 ?        Sl   Feb27  10:53 ./snmpAgent /opt/ericsson/snmp/etc/snmpConfig.json
root       1889  0.0  0.0 477008 11440 ?        Ssl  Feb27  18:00 /usr/sbin/NetworkManager --no-daemon
root       1955  0.0  0.0      0     0 ?        S<   Feb27   0:00 [ib-comp-wq]
root       1956  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/u643:0]
root       1957  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/u644:0]
root       1958  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/u645:0]
root       1959  0.0  0.0      0     0 ?        S<   Feb27   0:00 [ib-comp-unb-wq]
root       1960  0.0  0.0      0     0 ?        S<   Feb27   0:00 [ib_mcast]
root       1961  0.0  0.0      0     0 ?        S<   Feb27   0:00 [ib_nl_sa_wq]
root       1984  0.0  0.0      0     0 ?        S<   Feb27   0:00 [mlx5_ib_sigerr_]
root       2057  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/1:1H]
root       2106  0.0  0.0      0     0 ?        S<   Feb27   0:00 [rdma_cm]
root       2292  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/55:1H]
ericsson   2652  0.0  0.0 208600 12892 ?        Ss   Feb27   3:10 /opt/ericsson/python3.7/bin/python3.7 /opt/ericsson/controller/setup/mapserverid.py
ericsson   2657 11.9  0.0 279588 15392 ?        Ssl  Feb27 2947:01 /opt/ericsson/automation-proxy/bin/automation-proxy -mode secondary -settings /opt/ericsson/automation-proxy/etc/config.json -serverId serverId
ericsson   2661  0.0  0.0 293004 50000 ?        Ss   Feb27  23:34 /opt/ericsson/failover-api/bin/python3.7 /opt/ericsson/failover-api/bin/celery -A ericsson.failover worker --concurrency=8 --logfile=/var/log/ericsson/failover-api/private/celery-worker.log --loglevel=INFO -Ofair
root       2671  0.0  0.0 113000  4328 ?        Ss   Feb27   0:00 /usr/sbin/sshd -D
ericsson   2675  0.5  0.0 177884 16300 ?        Ssl  Feb27 142:12 /usr/bin/redis-server *:6381
ericsson   2697 11.9  0.0 279588 15396 ?        Ssl  Feb27 2948:11 /opt/ericsson/automation-proxy/bin/automation-proxy -mode primary -settings /opt/ericsson/automation-proxy/etc/config.json -serverId serverId
ericsson   2716  0.0  0.0 329144 26804 ?        Ssl  Feb27   0:06 /opt/ericsson/statistic/bin/python3.7 /opt/ericsson/statistic/bin/mfvp-stats-api --conf /opt/ericsson/statistic/etc/statistic.cfg --logging /opt/ericsson/statistic/etc/logging.json
ericsson   2747  0.0  0.0 262944 29996 ?        Ss   Feb27   0:00 /opt/ericsson/command/bin/python3.7 /opt/ericsson/command/bin/envivio-command-api --conf /opt/ericsson/command/etc/command-api.cfg --logging /opt/ericsson/command/etc/logging.json
root       2753  0.0  0.0 574292 19624 ?        Ssl  Feb27   9:28 /usr/bin/python2 -Es /usr/sbin/tuned -l -P
root       2759  0.0  0.0  19024   420 ?        Ss   Feb27   0:01 /usr/sbin/vmad
etcd       2764  1.3  0.0 13475296 64696 ?      Ssl  Feb27 339:58 /usr/bin/etcd --name=standalone --data-dir=/var/lib/etcd/default.etcd --listen-client-urls=http://0.0.0.0:2379
root       2765  0.0  0.0 228580  6268 ?        Ss   Feb27   0:47 /usr/sbin/snmptrapd -Lf /var/log/ericsson/snmp/snmptrapd.log -p /var/run/snmptrapd.pid -m ENVIVIO-COMMON-MIB -f
root       2775  0.0  0.0 308852 14424 ?        Ss   Feb27   1:02 /usr/sbin/httpd -DFOREGROUND
root       2776  0.0  0.0 229404 12108 ?        Ss   Feb27  21:05 /usr/sbin/snmpd -LS0-4d -Lf /var/log/ericsson/snmp/snmpd.log -p /var/run/snmpd.pid -a -f
ericsson   2916  0.0  0.0 113284  1476 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/automation-config/bin; source activate; ./automation-config --conf /opt/ericsson/automation-config/etc/automation-config.ini --logging /opt/ericsson/automation-config/etc/logging.json > /var/log/ericsson/automation-config/private/console.log 2>&1
ericsson   2937  0.0  0.0 113284  1468 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/server-monitor/bin;source activate;./ericsson-server-monitor --logging /opt/ericsson/server-monitor/etc/logging.json --conf /opt/ericsson/server-monitor/etc/server-monitor.ini >> /var/log/ericsson/server-monitor/private/console.log 2>&1
ericsson   2948  0.0  0.0 113284  1464 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/failover-api/bin;source activate;./ericsson-failover-daemon --logging /opt/ericsson/failover-api/etc/logging_failover-daemon.json --conf /opt/ericsson/failover-api/etc/failover-api.ini >> /var/log/ericsson/failover-api/private/console_daemon.log 2>&1
ericsson   2955  0.0  0.0 432880 35376 ?        Sl   Feb27   8:36 /opt/ericsson/automation-config/bin/python3 ./automation-config --conf /opt/ericsson/automation-config/etc/automation-config.ini --logging /opt/ericsson/automation-config/etc/logging.json
ericsson   2966  0.3  0.0 620672 90340 ?        Ssl  Feb27  79:06 /opt/ericsson/unified-ui/bin/python3.7 /opt/ericsson/unified-ui/bin/celery -A envivio.unified.ui beat --logfile=/var/log/ericsson/unified-ui/private/celery-beat.log --pidfile= --loglevel=INFO
ericsson   2976  0.2  0.0 297120 49632 ?        S    Feb27  57:28 /opt/ericsson/failover-api/bin/python3.7 ./ericsson-failover-daemon --logging /opt/ericsson/failover-api/etc/logging_failover-daemon.json --conf /opt/ericsson/failover-api/etc/failover-api.ini
ericsson   2994  0.6  0.0 1515696 45236 ?       Sl   Feb27 149:28 /opt/ericsson/server-monitor/bin/python3.7 ./ericsson-server-monitor --logging /opt/ericsson/server-monitor/etc/logging.json --conf /opt/ericsson/server-monitor/etc/server-monitor.ini
ericsson   3013  0.0  0.0 113284  1476 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/unified-ui/bin;source activate;./python /opt/ericsson/unified-ui/lib/python3.7/site-packages/envivio/unified/manage.py runworker --only-channels=websocket.* >> /var/log/ericsson/unified-ui/private/worker-ws.log 2>&1
root       3016  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/26:1H]
ericsson   3025  0.0  0.0 399212 87924 ?        Ss   Feb27  24:25 /opt/ericsson/unified-ui/bin/python3.7 /opt/ericsson/unified-ui/bin/celery -A envivio.unified.ui worker --logfile=/var/log/ericsson/unified-ui/private/celery-worker.log --loglevel=INFO -Ofair
ericsson   3029  0.0  0.0 113284  1464 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/unified-ui/bin;source activate;./daphne ericsson.websocket.asgi:channel_layer -p 8889 --ws-protocol v11.stomp --root-path /opt/ericsson/unified-ui/lib/python3.7/site-packages >> /var/log/ericsson/unified-ui/private/daphne.log 2>&1
root       3030  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/41:1H]
root       3031  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/5:1H]
root       3032  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/40:1H]
root       3040  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/36:1H]
root       3055  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/89:1H]
ericsson   3059  0.0  0.0 113284  1464 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/controller-config/bin; source activate; ./ericsson-controller-config --conf /opt/ericsson/controller-config/etc/controller-config.ini --logging /opt/ericsson/controller-config/etc/logging.json >> /var/log/ericsson/controller-config/private/console.log 2>&1
ericsson   3062  0.0  0.0 113284  1464 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/alarm-proxy/bin; source activate; ./ericsson-alarm-proxy --conf /opt/ericsson/alarm-proxy/etc/alarm-proxy.ini --logging /opt/ericsson/alarm-proxy/etc/logging.json >> /var/log/ericsson/alarm-proxy/private/console.log 2>&1
root       3063  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/37:1H]
ericsson   3064  0.5  0.0 711608 72272 ?        Sl   Feb27 135:32 /opt/ericsson/unified-ui/bin/python3.7 ./daphne ericsson.websocket.asgi:channel_layer -p 8889 --ws-protocol v11.stomp --root-path /opt/ericsson/unified-ui/lib/python3.7/site-packages
ericsson   3068  0.0  0.0 572188 39880 ?        Ssl  Feb27  19:28 /opt/ericsson/alarm/bin/python3.7 /opt/ericsson/alarm/bin/ericsson-alarm-legacy-daemon --conf /opt/ericsson/alarm/etc/alarm-api.ini --logging /opt/ericsson/alarm/etc/alarm-legacy-daemon-logging.json
ericsson   3069  2.7  0.0 1938300 79472 ?       Sl   Feb27 685:32 ./python /opt/ericsson/unified-ui/lib/python3.7/site-packages/envivio/unified/manage.py runworker --only-channels=websocket.*
root       3078  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/29:1H]
ericsson   3081  2.2  0.0 171224 12672 ?        Ssl  Feb27 560:05 /usr/bin/redis-server *:6382
ericsson   3084  0.0  0.0 113284  1464 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/service-api/bin;source activate;./envivio-service-monitor --logging /opt/ericsson/service-api/etc/logging_service-monitor.json --conf /opt/ericsson/service-api/etc/service-api.ini >> /var/log/ericsson/service-api/private/console-monitor.log 2>&1
root       3086  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/80:1H]
ericsson   3090  0.1  0.0 577512 117080 ?       Ssl  Feb27  26:46 /opt/ericsson/encoding-live-worker/bin/python3.9 /opt/ericsson/encoding-live-worker/bin/liveencoder-daemon --conf /opt/ericsson/encoding-live-worker/etc/encoding-live-worker.ini --logging /opt/ericsson/encoding-live-worker/etc/encoding-live-worker-logging.json
ericsson   3093  0.0  0.0 113284  1468 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/failover-api/bin;source activate;./ericsson-failover-api --logging /opt/ericsson/failover-api/etc/logging_failover-api.json --conf /opt/ericsson/failover-api/etc/failover-api.ini >> /var/log/ericsson/failover-api/private/console.log 2>&1
ericsson   3100  0.0  0.0 113284  1480 ?        Ss   Feb27   0:00 /bin/sh /opt/ericsson/unified-ui/bin/unified-ui.sh start
root       3102  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/8:1H]
root       3103  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/19:1H]
ericsson   3108  0.3  0.0 744332 58384 ?        Ssl  Feb27  74:18 /opt/ericsson/alarm/bin/python3.7 /opt/ericsson/alarm/bin/ericsson-alarm-legacy-collector --conf /opt/ericsson/alarm/etc/alarm-api.ini --logging /opt/ericsson/alarm/etc/alarm-legacy-collector-logging.json
root       3109  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/39:1H]
root       3110  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/11:1H]
ericsson   3114  0.0  0.0 113284  1464 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/service-api/bin;source activate;./envivio-service-api --logging /opt/ericsson/service-api/etc/logging_service-api.json --conf /opt/ericsson/service-api/etc/service-api.ini >> /var/log/ericsson/service-api/private/console-api.log 2>&1
ericsson   3120  0.0  0.0 113284  1468 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/snmp-notification/bin; source activate; ./ericsson-snmp-notification --conf /opt/ericsson/snmp-notification/etc/snmp-notification.ini --logging /opt/ericsson/snmp-notification/etc/logging.json >> /var/log/ericsson/snmp-notification/private/console.log 2>&1
ericsson   3121  0.0  0.0 488064 36076 ?        Sl   Feb27  16:20 /opt/ericsson/controller-config/bin/python3.7 ./ericsson-controller-config --conf /opt/ericsson/controller-config/etc/controller-config.ini --logging /opt/ericsson/controller-config/etc/logging.json
root       3123  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/31:1H]
root       3124  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/79:1H]
ericsson   3128  0.1  0.0 734352 46904 ?        Sl   Feb27  31:59 /opt/ericsson/failover-api/bin/python3.7 ./ericsson-failover-api --logging /opt/ericsson/failover-api/etc/logging_failover-api.json --conf /opt/ericsson/failover-api/etc/failover-api.ini
ericsson   3129  0.2  0.0 713568 38068 ?        Ssl  Feb27  61:55 /opt/ericsson/alarm/bin/python3.7 /opt/ericsson/alarm/bin/ericsson-alarm-api --conf /opt/ericsson/alarm/etc/alarm-api.ini --logging /opt/ericsson/alarm/etc/alarm-api-logging.json
root       3132  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/10:1H]
ericsson   3133  0.0  0.0 113284  1468 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/template-api/bin;source activate;./envivio-template-api --logging /opt/ericsson/template-api/etc/logging.json --conf /opt/ericsson/template-api/etc/template-api.ini >> /var/log/ericsson/template-api/private/console.log 2>&1
root       3136  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/87:1H]
ericsson   3138  0.0  0.0 113284  1468 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/server-api/bin;source activate;./envivio-server-api --logging /opt/ericsson/server-api/etc/logging.json --conf /opt/ericsson/server-api/etc/server-api.ini >> /var/log/ericsson/server-api/private/console.log 2>&1
ericsson   3142  0.0  0.0 113284  1464 ?        Ss   Feb27   0:00 /bin/bash -c cd /opt/ericsson/flow/bin;source activate;./mediakind-flow --logging /opt/ericsson/flow/etc/logging.json --conf /opt/ericsson/flow/etc/flow.ini >> /var/log/ericsson/flow/private/console.log 2>&1
ericsson   3143  0.1  0.0 762748 27976 ?        Sl   Feb27  25:21 /opt/ericsson/alarm-proxy/bin/python3.7 ./ericsson-alarm-proxy --conf /opt/ericsson/alarm-proxy/etc/alarm-proxy.ini --logging /opt/ericsson/alarm-proxy/etc/logging.json
ericsson   3148  0.3  0.0 722516 43772 ?        Ssl  Feb27  86:52 /opt/ericsson/alarm/bin/python3.7 /opt/ericsson/alarm/bin/ericsson-alarm-daemon --conf /opt/ericsson/alarm/etc/alarm-api.ini --logging /opt/ericsson/alarm/etc/alarm-daemon-logging.json
root       3156  0.0  0.0      0     0 ?        S<   Feb27   0:00 [kworker/21:1H]
ericsson   3160  0.0  0.0 507408 44960 ?        Sl   Feb27  21:24 /opt/ericsson/service-api/bin/python3.7 ./envivio-service-monitor --logging /opt/ericsson/service-api/etc/logging_service-monitor.json --conf /opt/ericsson/service-api/etc/service-api.ini
ericsson   3162  0.3  0.0 887988 48632 ?        Sl   Feb27  96:11 /opt/ericsson/service-api/bin/python3.7 ./envivio-service-api --logging /opt/ericsson/service-api/etc/logging_service-api.json --conf /opt/ericsson/service-api/etc/service-api.ini
